content,score
👍👍👍,5
ini knp ya min dari tadi pagi Netflix muter muter terus.padhal baru 1 Mingguan berlangganan...???,3
Saya tidak berlangganan Netflix tapi saldo terpotong sudah 2 bulan ini!,1
ga bisa login woi lah plis😭😭😭,2
bagus tapi bayar,5
"gabisa masuk login, kenapa harus lewat email jadinya harus bayar gajelas udah punya akun nya juga masuk dipersulit.",1
"Kalau boleh netflix kerja sama dengan play store, biar bisa berlangganan pakai saldo google Play store",5
nggk ngotak aplikasinya,1
"masalah jaringan padahal, buka aplikasi lain lancar aja tolong developer perbaiki kendala ini, pengguna lainnya juga pasti ada yg ngalamin kaya gini , ketika buka di laptop bisa tapi di HP gabisa, percuma bayar mahal tapi gabisa digunain",1
bagus sih cuma mau ganti pembayaran dari Telkomsel ke pembayaran biasa ribet banget,3
Spiderman mana?,3
"Apaan g bisa login, mentok d logo netflix 😂kdng udh login udh mau nonton g bisa d puter, terjad kesalahan 😂😂apaan ni👎",1
gajelas baru mau login malah muter² terus gabisa login,1
"Pembayaran lagsung dilakukan saat aku mengisi saldo gopay. PADAHAL SUDAH PERNAH DI ""BATALKAN""",1
"APLIKASI JELEKKK MAU LOGIN GAK BISAA, TERJADI KESALAHAN MULU PADAHAL SDH BELII, DIHH APLIKASI JELEKKK BANGETTTTT",1
lumayan anime nya,5
"BURUK, KELUAR TERUS, SETELAG MASUK TIDAK BISA DI PUTAR LAGI PADAHAL SUDAH GNTI AKUN DAN SUDAH BAYAR. KAPOK",1
☺☺☺,5
"woy lah cik ni kenapa lah burem"" kayak kaset rusak pindah scene langsung burem",1
"padahal sudah berlangganan, tapi tidak bisa masuk email dan pasword salah lah udh ku ulng beberapa kali tetep aja salah hadeh, gimana ini sayang loh, pdhl filmnya sama drama nya bagus bagus tapi aplikasinya eror teruss, mohon kerja samanya 🙏🏻",3
"lumayan sih tapi pakai itu ribet banget mohon di perbaiki aku jadi bosen semoga dibaca aminn dan semoga semua nya sehat selalu yah aaminnnn!! ""^""♡♡♡♡♡♡♡NETFLIK ""^"" dan Fidio nya yang lengkap yah ""^"" ••",5
"kenpa ya gabisa masuk , paa masukin terjadi kesalahan teruss , malah kesel",3
daftar nya eror anj,1
tidak bisa login lewat hp. periksa kembali no terus,1
"maksa amat sih,ga bs diuninstall cm non aktif,buat hp samsung jd error atau ga enak.hrsnya terserah owner mau downloads atau ga dgn hp miliknya",1
gak membantu sama sekali mana gk bisa dihapu minta email kata sandi terus plesss deh nyesel aku downlod ini bikin gak mood aj 😡😡😡😡😡😡😡😡😡😡😡,1
"min, kok pas mau nonton video ada tulisan ""terjadi masalah saat memutar Video, coba lagi (5.10)"" maksudnya apa min, kenapa bisa gitu, udah beberapa hari begitu mulu, padahal langganan saya habis nya tanggal 29-11-2025 nanti min, tapi knp ga bisa nonton, rugi dong saya Langganan kalo ga bisa nonton, tolong dibenerin min.",1
"saat awal berlangganan harga masih 65rb+ppn, 2mgg mulai berlangganan fim tidak bisa diputar, tiba2 ada pemberitahuan kalau ada kenaikan tarif jadi 125rb+ppn, kwalitas tetap sama, film yg diputar gambar tidak bagus, film2 lama masuk lagi, dan film yg baru tidak ada yg bagus",1
kurangi iklannya dongg,5
harus bayar,1
"gaje gk bisa nonton jir, sinyal bagus apa"" bagus tolong di fiks min",2
Ga bisa login anj bilang nya ada kesalahan mulu,1
"padahal sinyalnya bagus tapi pas mau nonton vidio malah memuat terus, tolong di perbaiki",1
jangan dowload aplikasi ini soal ny aplikasi ny butut,1
udh g prlu Netflix krna dah ada ppcine vip😚😹,1
baru semalem nyoba langganan yang 54k sebulan dipake sebentar langsung nggak ada sinyall gimana ini sayang bgtt paketannya masih bnyak nyesel jadinya berlangganan,2
"apl gk jelas, buat akun aja ribet amat idih, mohon untuk aplikasi nya di ubah lagi yaa buat akun itu gk usah ribet amat makasih!",1
"netflixnya knp jd gini ya? setiap login malah terjadi kesalahan trs harus nungguin berberapa menit, udh saya tunggu 1jm pun ttp gbs",2
"film yang dihadirkan tidak lengkap, paling kesal sana movie yang season 1 nya ada tapi pas nyari season 2 nya malah gk ada di netflix, bikin males buat nonton film.",2
brightness nya tolong dong diatur lagi masih kecerahan kalau di tempat gelap,3
tolong dong jangan dipersulit loginnya. Saya sudah berapa kali login malah diputer-puterin dan berujung gak bisa login,2
"setiap mau nonton sllu warning terlalu banyak yang menggunakan akun ini, padahal saya cek GK ada, gimana ini min",1
gambar film nya banyak yg rusak..... susah di lihatnya,2
"well well well, makin hri makin buriq 😹😹😹",1
bagus banget aplikasinya tapi tolong ada in terrifier juga dong,5
bagus aj,5
jelek bgt njir LG nnton tiba2 exit sndri,1
bayar nonton 3 kali ga bisa masuk g jelas udah masuk malah ga bisa nonton,1
mhn tlg gimn sambung keakun nya sandi nya🙏,1
"susah bgt buat login, sering ke logout, bayar mahal cuma buat emosi aja, di perbaiki lah",1
aplikasi ini kurang banget mau masuk tapi udah ku masukan email semua nya udah gw masukin tapi kenapa link nya itu gk muncul dan link nya itu kodenya random dan dikasih 15 menit udah gw cepet cepet tapi katanya lambat ini aplikasih ampas beban,1
"netflix ku kenapa gambar nya buram ya saat nonton, pdahal kemarin fine² aja",2
payah mau ganti paket aja susah ... payaaaaaah,1
"selalu tidak bisa login padahal jaringan semua aman email dan pw pun benar tapi selalu tidak bisa masuk,dengan keterangan sistem error coba lagi beberapa menit lagi sampai beberapa bulan tetap tidak bisa",1
tampilan netflix saat ini membinggungkan,1
mau masuk eror mau nonton eror cek jaringan .. padahal wifi aman .. ah anehh .. makin kesini makin bobrok,1
"buat akun aja ribet amat. niat download buat nonton film jadi ke hambat. sebenernya niat ga si buat aplikasi? rugi sponsor kalau masih muter2 di pendaftaran akun, apa kalian berusaha buat nyuri data kami mangkanya di buat ribet di pendaftaran??",1
aplikasi tolol setelah login malah nambah error akun banyak gak bisa login,1
login susah banyak eror ampas banget,1
"ini netflix lg bermasalah yaa.? sudah beberapa hari tdk bisa nonton, loading terus.",4
sulit login,2
saya menonton one piece tetapi episode nyaa melompat sangat jauh karna tidak ada episode tersebut dari 750 ke 1048,3
ufc bisa nntn live?,5
woy ini knp gua gk bisa download Netflix anj,5
tidak memasukan akun,1
letsgo nonton Boboiboy,5
"awalnya bagus cuman sekarang kok filmnya tidak bisa di putar loading terus, padahal jaringan lancar dan ngebut. tolong segera perbaiki",4
"apaan sih, mau masuk ada selalu kata sandi salah padahal udah bener. ribet banget ni apk",1
"Mohon perbaiki halaman login nya sejal di update suka gagal login kena fake limit padahal baru pertama kali login, makin jelek aja performa apk nya padahal lagi banyak flim bagus",1
Menyesatkan generasi,1
"Yaallah tolong kembalikan uang saya, tiba2 ketarik otomatis di akun DANA saya senilai 54.000, itu sepertinya tidak sengaja keepncet fitur langganan nya, saya mohon kembalikan uang saya, saya sangat membutuhkannya",1
semenjak uldate tampilan login baru serirng error terjadi kesalahan padahal password sudah benar,1
kenapa pas login terjadi kesalahan terussssss uda 2hari woy netflixxxxxx,2
"bagus, meski ada gejala",4
"masuknya susah banget,sudah di bayar malah bikin susah",1
"netflix skrng eror bgt waktu masuk,tolong dong gimana ini solusinya udah di otak atik masih sama aja",1
"LOPEE BANGET, BISA NONTON ANIME VAV KUH",5
nonton video ga bisa udh nunggu 1 menit padahal jaringan nya baik baik ajaa,2
saya download hanya karna mau main game nya,3
"The application has many bugs. 1. When opened, it immediately gives an error. 2. Black screen. 3. Black screen but there is sound from the film.",1
ah ngelag,1
susah login 👎,1
saya coba dulu,3
lagi error ya ? 2 hari gabisa play sama sekali,3
apk gak jelas.,1
baru beli paket tapi baru 3 hari udh loh out sendiri pas mau login lagi katanya kata sandi salah padahal nggak kesel bangett karna ada Drakor yg ngegantung blm selesai nyesell nonton di apk inii,1
seru banget bisa nonton apa saja,5
"tolong adakan promo 25.000/perbulan resolusinya 240 tidak masalah, cuman mau login FM",3
tolong dong ini gak bisa masukk,3
seru bener,5
semoga menyenangkan nonton di netflix,5
anjir apknya sering main main buat login. mau masuk cuman harus masukin email atau nomor ponsel tapi terus terjadi kesalahan. harusnya kolom masuk kayak biasanya masukan email sama pw,1
susah bangat login di suruh coba lagi nanti terus,1
"bisa ga si kalau mau login atau bagian pembayaran ga ush ribet ribet,aku udah 100000× nyoba pembayaran padahal udah bener gatau kenapa sampe aku gila banting banting hp ,apk gajelas",1
Netflix tolong lah... tayangin liga Champions juga,5
udh uninstall banyak kali ini apk ga bisa login. gila,1
"aplikasi jelek loading mulu kg mulai mulai padahal jaringan bagus, APALAH NETFLIX NII",1
😎ok,5
"Film Baru 45 Episode, Ditayanginnya 1 Hr 1 Episode, Hrsnya Langsung Tayangin Semua Episode, Jd Customer Nyaman Nontonnya",1
ga bisa login👎,1
kenapa tiba-tiba tidak bisa di instal,3
gak bisa daftar ribet,2
sering eror log out sendiri pas masukin email malah eror. gimana ini min!?,1
"banyak film, khususnya film horor Indonesia yang tersedia, harga langganan juga gak mahal² bgt..",5
ini gimana sih dah daftar akun .. dana dah berkurang ga bisa nonton tulisannya akun belum terdaftar gimana ini,1
Banyakin horror movie Thailand doong kak,3
Tidak terlalu banyak film disini,4
aplikasi jelek udah bayar 54k pas nonton eh kek nonton di tv thn 90 an gambar pecah pecah ngeblank bersemut film sampe ga bergambar hanya suara doang,1
"masaa harus bayar?, dipaksa pula",1
BUG,2
"Pantes aja sepi, mau login aja di persulit",1
masukin nya ribet ajggggggg,1
abadi nan jayaa,4
"aplikasinya bagus, filmnya okeeee saran siih filmnya banyakinnn biar tambah seruu buat developer semangat biar berkembang",5
kok gak bisa di download,1
Tidak bisa memulai kembali keanggotaan Semua metode pembayaran di tolak,1
ribet banget mau payment aja,1
apakah netflix error? mengapa tidak bisa digunakan? login selalu gagal,1
"D tonton ga bisa film2nya eror2 trus,tiap bulan potongan bayaran d ambil. berhenti langganan ga bisa tetap d potong trus. ini sih udah penipuan namanya",1
bad update because its hard to login,1
susah banget masuk,1
eror terus pas mau konek ke email,1
untuk apa menyediakan aplikasi ini jika di susahkan dengan cara hrus berbayar tidak semua ad tolong ringkan saja dengan menggunakan data kalo udh oke nanti ku ksih bintang 5 see you next time,1
ribet masuk y,1
"eror ml anj, gj bgt suruh langganan tapi mau masuk akun nya malah eror kocak",1
"Ampass sekarang buat log in aja susah, ga ada masukin pasword, tapi pale otp BIKIN RIBETTTT",1
"sering banget terjadi masalah selalu muncul perbarui rumah dengan akun netfli jadi mengganggu banget bikin ribet saat mau nonton di smart TV. Perbaiki lah, saya selalu muncul seperti itu sudah 3 bulan bikin tidak nyaman.",1
untuk pemilik netflix punya aku kenapa ya layar nya jadi hitam tolong di perbaikin plis,3
saya udah bayar tapi tetap gk bisa di buka aplikasinya kecewa sekali sama aplikasi ini.,2
sekarang masuk ke netflix ribet bgt anjr,1
kenapa sih kok makin gajelas log-in udah punya akun tapi masih di paksa bikin baru,3
Gak bisa login pas mau masuk Netflix👎🏻👎🏻. Pihak Netflix tolong perbaiki aplikasi ini ya! 🙏🏻🙏🏻,1
"UNTUK MASUK KE AKUN NYA BERBELIT-BELIT, SARAN AJA DAH MNDING PAKE KODE VERIF DRIPADA LINK LINK GITU",1
knp stiap gw nnton kok filmnya kyk kaset rusak plis gw mau nnton stiap gw nnton 1 menit filmnya jdi kyk kaset rusak2 gitu tolong perbaiki.😭,1
mau daftar bikin akun aja susah banget ga bisa2🗿,2
"banyak film yg gak tayang di netflix padahal film terbaru banyak yang bagus"" paketan mahal tapi film gak lengkap",2
pembayaran ovo nya bermasalah,2
"min coba tolong tambahkan film drakor school 2021 min, please pingen nonton ituu, aku blm nonton.",5
DEVELOPER YG TERHORMAT. SUSAH BGT DAFTAR DOANG RIBET BENER.,1
ngeframe nya kabangetan,1
Ookkeeeee,5
tolongg ini gimana cara loginnnyaaa ya Allah kenapaa jdi ribettt bangetttt siii yaa tuhannnnnnnn,1
"aplikasi sering ngelag padahal jaringan ku bagus, gak bisa nge play sma cari film padahal udah gonta ganti jaringan, gak jelas",2
Kikir jir 😹,1
"sudah seminggu tidak bisa menonton di HP, hanya memuat terus disemua film.. Klo masalah sinyal hrsnya di Laptop jg berpengaruh, ini hanya di HP",1
eh apk kocak gua gabisa login ini gimana aneh banget,2
Udah berlangganan berbayar suka eror pula..,1
good palying,4
Netflix tolol semenjak update akun error gak bisa login,2
Jelek gak bisa masuk login akun!,1
aku terus ngulang untuk buat akun yah gimanah nih min .. jadi aku gak bisa nonton,2
seru banget di Netflix aku bisa nonton apa aja disitu apa lagi ada film horornya pokoknya seru banget deh👍👍👍👍👍👍😎😎😍😍😍😍❤️❤️❤️❤️❤️❤️❤️,5
"verifikasi nya ribet banget, dikit "" minta verifikasi. sering ngebug lagi, ngestuck di loading screen. tolong dibenerin pls",1
gabisa daftar akun pas masukin email disuruh klik link di email giliran sudah di klik malah bukannya daftar malah beli premium ini namanya suruh bayar dulu baru nonton,1
ga bs msk terus ga jls kendalanya apa,2
apk konyol,1
"Di apk versi android tv lancar tapi kok di device hp ga bisa play videonya ya? Selalu loading, dan saat didownload juga ga bisa di-play, black screen dan no sound",4
balikin duit gw kak gmna si biar gak langganan,1
"ribet amat ni apk,",1
susahh login nya,1
"mohon untuk di perbaiki lagi,mau nonnton tpi loding terus,ndk bisa msuk pdhal jringn internet sya bagus👎🏻",1
"susah banget si mau daftar gagal ""terus",1
"gbisa login padahal email udh terdaftar dan jadi anggota,",1
aplikasi ribetttt tolol,1
orang mana belain download netfilx cuma mau nonton abadi nan jaya,5
"I Like Netflix by Nrtflix, Inc.!",5
gangguan mulu,1
aplikasi ga jelas ini,1
bagus banget filmnya Netflix hampir lengkap tolong Adain film it dong yng series,5
selama pake netflix filmnya yang la dan gk begitu lengkap dan komplit difilm animasinya masih kurang cuma film teryentu terlalu nanggung diadain film animasi mending film lain,3
balikin film-film bagus dong 💔,4
apk tai meren,1
"Tadinya saya mau download nih apk tapi setelah saya baca² ulasanya, hmm ga jadi dehh hehe",3
gak bisa masuk padahal ada akunnya tapi malah kata sandinya gak muncul,2
woi tolong jangan sampai kalian langganan aplikasi ini karena aplikasi ini sangat pembodohan publik,1
sulit sekli menerima link pendaftaran ke akun gmailnya gapernah terkirim,1
"nyesal belinya, udah pilih paket resolusi 720 tapi gambar buram, penipuan penipuan",1
"mau liat harus daftar segal,waktu daftar aja ribet amat",1
"memuat terus, kalo di HP kayak masalah pemutaran terus",3
"najis, selalu aja error pemutaran video berulang kali gue reset, login, nonton ga ada kelar-kelarnya gitu teruus maintain dong yg punya platform",1
ni apk nya gimana sih kok eror mulu,1
"tolong diperbaiki lagi, datitadi coba log in ngga bisa",1
makasih udah ciptain apk ini. gila puas bgt nonton Boboiboy beraju nya nanti 😍,5
menginstal nya ko lama bgt sii,1
banyakin film politik atau sejenis nya,5
diperbaiki lagi aplikasi nya udah berkali² download tapi waktu mau login selalu gabisa,1
mau login ssh bgt kembali2 mulu pdhl udh selesai byk bgt muter2ny,1
"aplikasi ini tidak rekomended, apk ini pemerasan kalau langganan otomatis uang kepotong",1
aplikasi jembut!!!!!!,1
"APLIKASI NONTON KESUKAAN AKU POKOKNYAAAAAAA!!!!! sumpah anime² lengkap, drakor, western, bnyk lah pokoknya, trusss yg pling aku cinta ini tuh pas download film nya SE CEPET ITU PLIS?! kek gada 2menit, langsung ke unduh. dan terimakasih Netflix sudah hadir menemani hari hari ku🥲❤️🥰",5
"cuma dapet 3 , knp, karena semua film tidak ada yang enak/menarik, film film yang sudah ada di putar dan yang lucu nya , film yang sudah lama tayang di taro dalam slide hanya di netflix , banyak yang udah di tonton dan banyak pula yang tidak menarik, di web internet pun bahkan lebih bagus dgn film"" terbaru dan itu gratis, ini berbayar tapi banyak film yang sudah di lihat, masih mencari apk stream utk film yang bagus 2 apk sudah tumbang krn tidak menarik dengan film yang di suguhkan",3
ga bisa login kode pendaftaran nya di Gmail sedangkan gmailnya di pake buat login ya kek mana cara dapetin keluar dulu trus masuk lagi malah ngulang,1
"aplikasi macam apa ini mau login aja bayar, mana mahal banget lagi, aku rating 1 saja karena tidak bermanfaat, tidak usah di download, nanti bayar kalau mau login.",1
sudah cancel membership tetapi masih tetap dipotong,1
masak gak bisa masuk,1
"idih gk jelas, di bikin pusing pas mau daftar idih idih idih cuih",1
"sudah banget daftar netflix astaga bikin geram gagal terus, gangguan terus heran gua mah nih aplikasi global tapi kualitas buruk banget",1
kwkw sekelas Netflix Ga ada Anime Kingdom. kalah sama wibuku/animelovers yg gratisan. nyesel gua bayar,1
Lancar,5
"knp pas mau login enggk bisa, pasword nya salah trus padahal bener",1
sangat buruk dan harus pake premium,3
wow wow,5
film lawas2 semua ga ada film terbaru. Aquaman g ada godzilla vs Kong g ada. apa yg mau di lihat. kirain mah netflix komplit ternyata ga wort it,1
"apa apaan, menyuruh membuat 5bakun agar bisa login di beberapa prangkat, baru login di 3 perangkat aja udah gak bisa dipakai",1
vilm jelek langganan baru mau masuk buat email di suruh bayar mana mahal lagi dikira kita kaya gitu?,1
"beri kami opsi untuk bisa mengeksplorasi film di beranda tanpa harus login/ berlangganan dahulu, untuk memberi kesempatan kami yg hanya sub bulanan, jika ada film baru atau yg menarik bisa jadi kami akan berlangganan",3
gw udh 3 kali donload masi ngak bisa ribet banget lagi ni apl g jlas,1
top,5
walaupun agak susah tapi aku berusaha sebisa mungkin walau gagal Mulu tapi aku semangat biar bisa nonton di neflix,5
"Saya sudah klik batalkan berlangganan, tapi masih saja nyedot saldo",1
sangat nenarik,5
masak gue daftar gak bisa bisa kan aplikasi tolol geram baget gue sampai hp hp gue banting. mending nonton di aplikasi vidio,1
cuihh,1
pokonx keren,5
daftar nya harus bayar. gw bokek lagi..,1
aplikasi ga bagus tolol mending kalian jangan download,1
apknya susah buat di daftarin udah ditulis akun gugel sama sandinya masih gk bisa,1
aplikasi tolol gabisa dibuka jangan kalian download,1
capek masukin password terus. sering gagal login.,3
ini aplikasi sangat jelek dan tidak gratis,1
apk tai,1
"login nya susah, pantesan sekarang murah",1
"si anying aku baru download di suruh buat akun, tapi kok malah ditolak mulu anying anying",1
bikin orng emosi,1
makin ke sini maki susah apknya,5
saya sudah batalkan keanggotaan 3 bulan yg lalu tetapi saldo gopay saya setiap bulan selalu terpotong!!,1
sulit cara masuk akun atau pendaftaran nya!!!,1
semenjak ada wwe langganan trussss,5
nnton kek tv hilang signal haduh hampir film gitu,1
capek pake netflix.. udah bayar ga bisa nonton.. hadeeeeh,1
"Saya berterima kasih kepada Netflix atas koleksi anime yang sudah disediakan. Namun, saya merasa sedikit kecewa karena banyak anime populer yang hanya tersedia satu musim. Saya memahami bahwa hal ini mungkin disebabkan oleh masalah lisensi dan hak cipta. Akan tetapi, saya berharap Netflix bisa lebih transparan mengenai masa berlaku lisensi untuk setiap judul, sehingga kami sebagai pelanggan bisa lebih memahami mengapa konten tertentu tidak tersedia secara lengkap. 🖖🏻",4
"tolong dong berikan ke Adilan untuk kami yang langganan legal, tolong berikan hukuman kepada orang-orang yang langganan elegal lewat fitur sharing akun tolong di tindak jangan di biarkan",5
tolong kedepannya update film² keren lagi,5
"Apl ga guna, ber tele tele cuman untk masuk, Banyak cing cong banyak itu lah apa lah, jadi hilang mood gw buat nonton. Ga guna buat susah org, ribettt .............................................................................................apl smph",1
"nice ,💪👍😘",3
"jujur saya suka dengan aplikasi ini, tapi pendaftaran nya benar² bikin saya emosi padahal data yg saya isi sudah sesuai, tapi selalu gagal",3
"paling ribet buat beli paket lagi, susah masuk nya padahal Uda isi saldo tapi kaga bisa bayar",2
"Netflix sedang kenapa ya sudah 2hari netflix saya tdk bisa menonton, memuat teruss sedangkan tagihan masih 1minggu lagi,,lihat banyak ulasan juga pd begitu.. tolong diperbaiki lagi! kalo sudah diperbaiki saya akan ganti rating bintangnya",2
gak guna☺️,1
"semakin berkelas, min promo dapat berlangganan setahun yang resmi dapat dimana?",5
kenapa saya mau berlangganan ga ada pilihan pakai ewallet atau bank Indonesia?,1
setelah update tidak dapat login ke akun,1
Terbaik netflix update film terbaru terus👍🏼,5
😁😎👍🏻 Ya Like Ok,5
jelek bangt jangan mau dowlod,1
"tolong perbaiki ini apk kenapa saya udh bayar atau berlangganan kok malah gk bisa nonton , tulisanya dstu saldo berkurang dan ubah metode pembayaran, aneeh padhl kan udah daftar, waduh ini sama saja penipuan namanya tlong adminnn perbaiki ini tidak bagus untuk kepuasan pelanggan ..",1
"aplikasi tolol haram,email sama sandi udah bener tapi ko gak bisa masuk??? bego bego",1
aplikasi tolol banyak error nya saya mau login pake nomor dan nomor nya udah bener tapi gak bisa login aneh ni aplikasi,1
aplikasi loading,1
"karna netflix lebih baik dari pada wetv banyak iklannya , mana lama ada 5 menitan iklannya . untung saya inget ,kan ada netflix. tapi saya takut netflix bayar",5
daftar nya susah banget,1
tidak sesuai ekspektasi,1
aplikasi la baga-baga,1
APASIH BERBAYAR 🙄,1
"pencuri, hati hati yg langganan netfil pencuri",1
memudahkan dalam menonton sinema².. terima kasih 🙏🏼,5
gk jelas dari tadi udah pasang loh satu bintang>:(,1
sangat buruk.. saya udah 4 hari out off aja ngak bisa msuk.. padahal email benar,1
"Netflix ini knp ya? Dr kmrn² mau nonton tp loading mulu. Kl liat trailer aman jaya, giliran mau di tonton fullnya, loading mulu. Pdhl jaringan internet aman banget. Udh brp hr ini di coba gitu terus. Performa netflix knp jd makin buluk sih?",1
"Tiap nonton selalu ngebug dan ngelag, pakai wifi yang lumayan tinggi Mbps nya...tolong perbaiki jika masih mau banyak pelanggan",2
"ngiklan horor malem malem, gila lu",1
"keren,mudah mudahan akan lebih baik lgi",5
buruk gabisa login akun sndiri pdhl sandi udh betull anehhh,1
capekk kadang susah login entah apa yang salah 🤦‍♀️,5
susah banget buat login,1
Thank you,4
install uninstall ulang terus grgr pencet masuk malah ke akun baru :(,1
"sering ngebug, tidak bisa diputar dengan alasan sudah diputar lebih dari 1 perangkat, padahal cuman login di satu perangkat",3
"ribet harus daftar ,daftar nya pun sulit",3
gak bisa daftar akun...,1
gak jelas padahall sandi udah betul email betul tapi salah katanyap,1
"bagus, cuma kurang lengkap aja",5
"harga biaya bulanan terjangkau, mudah di akses dan series film nya banyak kualitas sudah pasti hd🤩🥳",5
"apl sampah, memeras, masuk aja harus berlangganan dlu, pepek",1
"Netflix terlalu banyak masalah , filmnya ga update seperti bioskop",1
"aplikasi gajelas demi, anj",1
"netflix bagus,tanpa sensor",5
"when login my screen show notif cant connect Netflix, though i checked there are no connection issue with my provider",1
bagus nan mahal,5
bagus keren semoga film2 nya lebih lengkap,5
"Apk gak jelas anj....mau daftar ribet amat bolak balik terus, berbayar doang tapi gak sesuai sama kualitasnya!!!!",1
"APK FILM PALING SAMPAH, TOLONG DI HAPUS",1
netflix ku kenapa ya dari semalam ga bisa putar film?,4
tiba tiba bayar sendiri cuih,1
thqy ga bisa login anj,1
"mau bikin akun baru, ada 2 pilihan antara email atau bisa juga no hp, giliran pake no hp ngga bisa, ngga masuk², ngga lanjut². kaya gitu ngapain ngasih 2 opsi? wkwkwk",2
jos,5
tolong jangan bayar ya,5
"kecewa dengan Netflix yang memotong lansg uang saya, tnpa saya konfirmasi",1
BANYAK DUBBING. GILA,1
kecewa,1
bisa gak saldo ku jagan d potong trusss,1
kecing apk ne dadak di kei akun gogle barang as,1
karena ada email sama sandi,1
"woy yang bener lah ini aplikasi gmn sih, lagi nonton malah tiba tiba pixel pixel layarnya padahal beli yang resolusi 720 woy anj tolol bener dikit lah, bug nya banyak amat anj kntl anj anj bgst",1
menonton sangat puas.,5
Ga akaj berlangganan lagi. selalu household. bener-bener merugikan.,1
tolong dong gak usah ada pembayaran,2
"saya menggunakan 2 ponsel untuk menonton netflix, jadi awal nya lancar' aja dan sampe akhirnya di hp yang samsung saya loading lama dan ga bisa nonton sama sekali, bahkan untuk download aja ga bisa, tapi di hp yang oppo aman' aja, sudah saya hapus apk ny dan download kembali tapi masih saja ga bisa, padahal 1 jaringan, tolong ya di berikan solusi atau di buat jadi lebih baik lagi untjk netflix",2
padahal udh di download tetep ga bisa di putar film nya tulisan nya memuat mulu,1
Auto delete...mau daftar aja susah,1
"film actionnya kurang bnyk, banyak film yg bahula pula",1
"Mau masuk doang suruh bayar dulu pake kartu atm lagi , gimana sama yang gapunya atm.mau nnton juga ribet amat mesti pake ini itu auto unsinstall .",1
TOLOL GA BISA MASUK DISURUH TUNGGU BEBERAPA SAAT MULUU,1
"aplikasi sampah, langganan premium sampai 3 bulan gak di kasih tau kalo saldo bisa kesedot, gak asik, padahal niat nya cuma 1 bulan aja.",1
balikin saldo gua woi masa iya udah di berhentiin langganan tetep narik saldo gua stres kali,1
"boikot, this disgusting app",1
make free bith,1
gak bisa membatalkan langganan jadinya saldo gopay saya terpotong,1
"kecewa belum bisa kebuka NETFLIX, padahal sudah dibayar",1
bgusa,5
saya suka dengan aplikasi ini,5
woy uda di batalin langganannya. malah nagih trus🗿,1
Karena saat membuat aku sandi salah terus padahal itu sandi udah ku catat dari lama kok salah tapi dari aplikasi lain sandi nya benar. apa kah Netflix nya yg error atau apa ni?,2
dah banyak film nya,5
makasih Netflix saya jadi otaku atau orang lain bilang wibu🗿🤓,5
kenapa harus bayar ku kira ga harus bayar mahal lagi dari tadi banyakk masalah buat masuk nya,1
tidak bagus terlalu banyak permintaan,1
"apknya bagus cuma film nya kurang lengkap banyak film"" seru gada di sini pdhl film nya udah lama",5
"hobi banget anjir 5.10, padahal jaringan aman2 aja. buka platform streaming lain jg aman kok, perbaiki deh ya. pantesan ratingnya makin anjlok!",1
perbanyak film yang baru baru,5
ini kalu login harus keanggotaan dulu gitu?,1
gpp sih,2
engga bisa masuk pake password bikin aplikasi berlangganan mahal tapi ngga bisa login,1
"apk jelek anjirr susah banget masuk nya , sdh buat akun msh gk bsh masuk",2
ribet banget bayarnya,1
"Saya sudah membayar paket Netflix melalu gopay, dan pembayaran berhasil. Tapi akun Netflix saya malah ditangguhkan katanya pembayaran tidak terverifikasi",1
"Super disappointed with Netflix's selection! Can't believe they're missing some of the best shows like 'Love Revolution', 'Study Group', and 'Twinkling Watermelon'. What's the point of having a streaming service if they don't have the content I want? Until they add these shows, I'll be canceling my subscription.",1
gk bisa pake google kah min masuk nya kesusahan saya pake email,2
Aflikasi tai g bsa d bka,1
ribet bet dah login nya,3
mau daftar saja sulit,3
"suka ke logout sendiri, nyusahin bgt :I aplg klo login lewat email sandinya suka disalahin pdhl bener, terpaksa pake kode masuk",1
suka dengan aplikasi ini,5
"Tolong tambah kecepatan pemutaran 0,8 - 1,2 saja ,, tak perlu sampai 0,25 karena tidak ada yg butuh nonton sepelan itu ...",3
"Ini udah 5 hari gua nonton loading mulu, udah coba pake data sama wifi masih loading padahal internet kenceng, paling worst👎",1
"diperbaiki lagi min, udah 2 minggu one piece gak rilis2, sumpah jadi males.",1
akhir nya bisa nonton Boboiboy baraju,5
cara masuknya gimana anj**g,1
apk puki,1
banyak banget film yg jadi incaran ku ga tersedia disini woilah kecewa udh langganan. dari sekitar 20 target film yg pengen ku tonton cuma ada 3 aja yg tersedia di netflix,1
"MAKIN LAMA BUKAN MAKIN BAGUS MALAH MAKIN JELEK AJA GRAFIK GAMBARNYA . NGERASA RUGI BANGET BERLANGGANAN , MANA BERLANGGANAN RESMI !!!",2
the best🫰🫰🇹🇱🇹🇱,5
ga jelas,3
harus ada film Skibidi toilet,5
